KO_gene	Gene_name	Pathway
K00923  PIK3C2	phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01109  INPP4	inositol polyphosphate-4-phosphatase [EC:3.1.3.66]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00921  PIKFYVE, FAB1	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K22913  FIG4	phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00920  PIP4K2	1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K05858  PLCB	phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K05857  PLCD	phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K05860  PLCE	phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01116  PLCG1	phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K05859  PLCG2	phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K05861  PLCZ	phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K19006  PLCH	phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01114  plc	phospholipase C [EC:3.1.4.3]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K16619  plc, cpa	phospholipase C / alpha-toxin [EC:3.1.4.3]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01771  plc	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01092  E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K10047  VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K18649  IMPL2	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00999  CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01858  INO1, ISYNA1	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01107  INPP1	inositol polyphosphate 1-phosphatase [EC:3.1.3.57]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K15422  SAL	3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K19517  MIK	1D-myo-inositol 3-kinase [EC:2.7.1.64]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01106  INPP5A	inositol polyphosphate 5-phosphatase INPP5A [EC:3.1.3.56]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K24222  INPP5J_K	inositol polyphosphate 5-phosphatase INPP5J/K [EC:3.1.3.56]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K24221  IP5P1_2	type I inositol polyphosphate 5-phosphatase IP5P1/2 [EC:3.1.3.56]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03103  MINPP1	multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00911  ITPK	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00913  ITPK1	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01765  ITPK4	inositol-1,3,4-trisphosphate 5/6-kinase [EC:2.7.1.159]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00915  IPMK, IPK2	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K10572  IPPK	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K19786  IPK1	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01083  E3.1.3.8	3-phytase [EC:3.1.3.8]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01093  appA	4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K23992  K23992	1L-myo-inositol 1-phosphate cytidylyltransferase / CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.7.74 2.7.8.34]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K07281  ipct	1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K07291  dipps	CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00469  MIOX	inositol oxygenase [EC:1.13.99.1]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00010  iolG	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K06606  iolI	2-keto-myo-inositol isomerase [EC:5.3.99.11]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K16043  iolX	scyllo-inositol 2-dehydrogenase (NAD+) [EC:1.1.1.370]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K16044  iolW	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K22230  iolU	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K22231  iolM	scyllo-inosose 3-dehydrogenase [EC:1.1.1.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K22232  iolN	3-dehydro-scyllo-inosose hydrolase [EC:3.7.1.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K22233  iolO	5-keto-L-gluconate epimerase [EC:5.1.-.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03335  iolE	inosose dehydratase [EC:4.2.1.44]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03336  iolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03337  iolB	5-deoxy-glucuronate isomerase [EC:5.3.1.30]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03338  iolC	5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03339  iolJ	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00140  mmsA, iolA, ALDH6A1	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01803  TPI, tpiA	triosephosphate isomerase (TIM) [EC:5.3.1.1]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
